place_name,description,state,view,from_date_1,to_date_1,from_date,to_date,price,original_price,price_str,rating,no_of_rates
Apartment in Point Pleasant Beach,Close to beach,New-Mexico,125,19483,19490,5/6/2023,5/13/2023,144,144,$144 night$144 per night,4.8,309
Apartment in Neptune Township,Two Bedroom || 2.5 Blocks To The Beach,New-Mexico,178,19469,19474,4/22/2023,4/27/2023,160,160,$160 night$160 per night,4.8,146
Apartment in Asbury Park,"Asbury Park Gem #3, Sleeps up to 4 in 1bd apt.!",New-Mexico,235,19492,19497,5/15/2023,5/20/2023,154,154,$154 night$154 per night,4.9,81
Guesthouse in Highlands,The Bungalow at Sandy Hook House,New-Mexico,173,19491,19496,5/14/2023,5/19/2023,140,140,$140 night$140 per night,4.8,14
Home in Lavallette,"Ocean View Beach Getaway 3BR, 2Bath, A/C, 8 badges",New-Mexico,286,19519,19524,6/11/2023,6/16/2023,799,799,$799 night$799 per night,4.9,168
Home in Ocean Township,House on the Lagoon,New-Mexico,103,19468,19473,4/21/2023,4/26/2023,420,420,$420 night$420 per night,5,33
Vacation home in Stafford Township,The Marsh Bungalow - a NEW Home 2 miles from LBI!,New-Mexico,272,19506,19511,5/29/2023,6/3/2023,410,410,$410 night$410 per night,4.9,23
Home in Ocean Gate,The perfect place to escape,New-Mexico,100,19488,19494,5/11/2023,5/17/2023,475,475,$475 night$475 per night,4.9,155
Place to stay in Lambertville,Quaint Cottage in Lambertville,New-Mexico,140,19471,19476,4/24/2023,4/29/2023,179,179,$179 night$179 per night,4.9,329
Apartment in Hammonton,Casa de Sweetwater- 3 bedroom- Waterfront,New-Mexico,105,19467,19472,4/20/2023,4/25/2023,360,360,$360 night$360 per night,5,39
Apartment in Seaside Heights,"Charming 2BR, 2BA Beach Retreat w/ Balcony (47-4)",New-Mexico,195,19478,19484,5/1/2023,5/7/2023,227,227,$227 night$227 per night,5,8
Condo in Seaside Heights,☀️wow🏖Modern Boho Free beach badges/ Free parking!,New-Mexico,185,19718,19358,12/27/2023,1/1/2023,169,199,"$199 $169 night$169 per night, originally $199",4.8,52
Home in Point Pleasant Beach,Point Pleasant Beach -Ocean Ave Rental# # 2,New-Mexico,100,19469,19475,4/22/2023,4/28/2023,204,204,$204 night$204 per night,4.8,42
Vacation home in Seaside Park,"Amazing 4 bedroom stay, 4 houses from the beach!",New-Mexico,189,19470,19475,4/23/2023,4/28/2023,200,275,"$275 $200 night$200 per night, originally $275",4.9,10
Home in Surf City,"Cozy beach house, steps from the bay and ocean",New-Mexico,116,19477,19482,4/30/2023,5/5/2023,240,240,$240 night$240 per night,4.9,11
Home in Belmar,Renovated Home with a Spacious Yard,New-Mexico,114,19467,19474,4/20/2023,4/27/2023,223,223,$223 night$223 per night,4.8,93
Home in Asbury Park,Stunning Beach Retreat - Entire Home,New-Mexico,122,19613,19618,9/13/2023,9/18/2023,NA,NA,"$1,370 night$1,370 per night",5,17
Cottage in Seaside Heights,"Cute cottage 300 ft to beach, off-street parking",New-Mexico,222,19466,19471,4/19/2023,4/24/2023,270,270,$270 night$270 per night,4.9,12
Home in Seaside Park,Decatur By the Sea 2,New-Mexico,102,19509,19514,6/1/2023,6/6/2023,400,400,$400 night$400 per night,5,16
Home in Seaside Heights,132H! Large Luxury Beach House Seaside Heights,New-Mexico,116,19466,19471,4/19/2023,4/24/2023,270,270,$270 night$270 per night,4.9,63
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,New-Mexico,166,19470,19475,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,New-Mexico,202,19468,19473,4/21/2023,4/26/2023,624,624,$624 night$624 per night,4.9,144
Condo in Seaside Heights,"FANTASTIC -2 BR, 2 Blocks to beach, pool, balcony",New-Mexico,145,19470,19475,4/23/2023,4/28/2023,119,119,$119 night$119 per night,4.9,25
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,New-Mexico,106,19476,19481,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Home in Lavallette,Shore Haven Walk to beach and bay,New-Mexico,120,19481,19486,5/4/2023,5/9/2023,260,260,$260 night$260 per night,5,87
Home in Seaside Heights,Steps Away from Seaside Heights Boardwalk!,New-Mexico,281,19470,19475,4/23/2023,4/28/2023,140,140,$140 night$140 per night,4.8,111
Guesthouse in Seaside Park,Unique Spanish Villa (no loud parties),New-Mexico,270,19470,19475,4/23/2023,4/28/2023,175,199,"$199 $175 night$175 per night, originally $199",4.9,462
Apartment in Asbury Park,"Peewees Beach House - 2 bedroom, 1 Bathroom",New-Mexico,105,19468,19473,4/21/2023,4/26/2023,198,221,"$221 $198 night$198 per night, originally $221",5,26
Home in Berkeley Township,Fireplace! GAMES! Walk to Bay Beach & Woods,New-Mexico,208,19468,19475,4/21/2023,4/28/2023,218,290,"$290 $218 night$218 per night, originally $290",4.9,35
Bungalow in Point Pleasant Beach,"Beach Bungalow w/WiFi, 40% off weekdays in April!",New-Mexico,224,19483,19488,5/6/2023,5/11/2023,232,232,$232 night$232 per night,4.9,145
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,New-Mexico,116,19472,19477,4/25/2023,4/30/2023,266,266,$266 night$266 per night,5,38
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",New-Mexico,268,19484,19489,5/7/2023,5/12/2023,250,300,"$300 $250 night$250 per night, originally $300",5,23
Home in New Hope,Charming Victorian in the heart of New Hope,New-Mexico,114,19479,19484,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Home in Little Egg Harbor Township,"M & M Waterfront Rental in Mystic Island, N.J.",New-Mexico,119,19467,19472,4/20/2023,4/25/2023,225,225,$225 night$225 per night,5,88
Apartment in Asbury Park,Lovely 1-Bedroom Apartment Steps from AP Beaches,New-Mexico,144,19471,19476,4/24/2023,4/29/2023,153,305,"$305 $153 night$153 per night, originally $305",4.8,5
Home in Manasquan,Manasquan Mermaid Manor LLC,New-Mexico,257,NA,NA,NA,NA,448,224,"$448 CAD $415 CAD night$415 CAD per night, originally $448 CAD",4.9,71
Home in Sea Bright,Wake up w/ OCEAN Views in SEABRIGHT!!!,New-Mexico,134,NA,NA,NA,NA,482,241,"$482 CAD $415 CAD night$415 CAD per night, originally $482 CAD",4.9,27
Vacation home in Manasquan,Sunny Beach House with Ocean View,New-Mexico,123,NA,NA,NA,NA,NA,NA,"$1,251 CAD night$1,251 CAD per night",4.9,15
Home in Neptune City,Brand New Bradley Park Beach House!,New-Mexico,143,19488,19493,5/11/2023,5/16/2023,643,643,$643 CAD night$643 CAD per night,4.8,6
Home in Ocean Gate,The perfect place to escape,New-Mexico,100,19488,19494,5/11/2023,5/17/2023,856,856,$856 CAD night$856 CAD per night,4.9,155
Tiny homes in Belmar,Best Couples Retreat Greatest Location of Belmar,New-Mexico,183,NA,19483,NA,5/6/2023,407,407,$407 CAD night$407 CAD per night,4.8,135
Home in Spring Lake,Entire House in Spring Lake Heights,New-Mexico,120,19490,19495,5/13/2023,5/18/2023,324,324,$324 CAD night$324 CAD per night,4.9,63
Cottage in Seaside Heights,"Cute cottage 300 ft to beach, off-street parking",New-Mexico,222,NA,NA,NA,NA,505,505,$505 CAD night$505 CAD per night,4.9,12
Home in Stafford Township,The Mullet House-Business in front…party in back !,New-Mexico,151,NA,NA,NA,NA,547,547,$547 CAD night$547 CAD per night,5,18
Vacation home in Stafford Township,The Marsh Bungalow - a NEW Home 2 miles from LBI!,New-Mexico,272,19506,NA,5/29/2023,NA,724,724,$724 CAD night$724 CAD per night,4.9,23
Home in Point Pleasant Beach,Point Pleasant Beach -Ocean Ave Rental# # 2,New-Mexico,100,NA,NA,NA,NA,372,372,$372 CAD night$372 CAD per night,4.8,42
Apartment in Seaside Heights,Ocean View Beach Block Retreat (1305-2),New-Mexico,126,NA,NA,NA,NA,381,381,$381 CAD night$381 CAD per night,4.9,75
Apartment in Seaside Heights,Beautiful Beach Block Retreat (1305-3),New-Mexico,233,NA,19479,NA,5/2/2023,461,461,$461 CAD night$461 CAD per night,4.8,84
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,New-York,166,19470,19475,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,New-York,202,19468,19473,4/21/2023,4/26/2023,624,624,$624 night$624 per night,4.9,144
Condo in Seaside Heights,"FANTASTIC -2 BR, 2 Blocks to beach, pool, balcony",New-York,145,19470,19475,4/23/2023,4/28/2023,119,119,$119 night$119 per night,4.9,25
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,New-York,106,19476,19481,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Home in Lavallette,Shore Haven Walk to beach and bay,New-York,120,19481,19486,5/4/2023,5/9/2023,260,260,$260 night$260 per night,5,87
Home in Seaside Heights,Steps Away from Seaside Heights Boardwalk!,New-York,281,19470,19475,4/23/2023,4/28/2023,140,140,$140 night$140 per night,4.8,111
Guesthouse in Seaside Park,Unique Spanish Villa (no loud parties),New-York,270,19470,19475,4/23/2023,4/28/2023,175,199,"$199 $175 night$175 per night, originally $199",4.9,462
Apartment in Asbury Park,"Peewees Beach House - 2 bedroom, 1 Bathroom",New-York,105,19468,19473,4/21/2023,4/26/2023,198,221,"$221 $198 night$198 per night, originally $221",5,26
Home in Berkeley Township,Fireplace! GAMES! Walk to Bay Beach & Woods,New-York,208,19468,19475,4/21/2023,4/28/2023,218,290,"$290 $218 night$218 per night, originally $290",4.9,35
Bungalow in Point Pleasant Beach,"Beach Bungalow w/WiFi, 40% off weekdays in April!",New-York,224,19483,19488,5/6/2023,5/11/2023,232,232,$232 night$232 per night,4.9,145
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,New-York,116,19472,19477,4/25/2023,4/30/2023,266,266,$266 night$266 per night,5,38
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",New-York,268,19484,19489,5/7/2023,5/12/2023,250,300,"$300 $250 night$250 per night, originally $300",5,23
Home in New Hope,Charming Victorian in the heart of New Hope,New-York,114,19479,19484,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Home in Little Egg Harbor Township,"M & M Waterfront Rental in Mystic Island, N.J.",New-York,119,19467,19472,4/20/2023,4/25/2023,225,225,$225 night$225 per night,5,88
Apartment in Asbury Park,Lovely 1-Bedroom Apartment Steps from AP Beaches,New-York,144,19471,19476,4/24/2023,4/29/2023,153,305,"$305 $153 night$153 per night, originally $305",4.8,5
Apartment in Seaside Heights,Ocean View Beach Block Retreat (1305-2),New-York,126,19467,19473,4/20/2023,4/26/2023,201,201,$201 night$201 per night,4.9,75
Home in Stafford Township,"5 Bedroom Water Front Home, Minutes from LBI!",New-York,105,19485,19492,5/8/2023,5/15/2023,559,559,$559 night$559 per night,4.9,30
Vacation home in Neptune Township,Boutique Ocean Grove & Asbury Park Sea View Gem!!,New-York,117,19466,19471,4/19/2023,4/24/2023,349,500,"$500 $349 night$349 per night, originally $500",4.9,30
Home in Lambertville,"Charming Vintage House, Great Location w/Parking",New-York,171,19491,19496,5/14/2023,5/19/2023,301,301,$301 night$301 per night,4.9,97
Home in Point Pleasant Beach,Point Pleasant Beach -Ocean Ave Rental# # 2,New-York,100,19469,19475,4/22/2023,4/28/2023,204,204,$204 night$204 per night,4.8,42
Place to stay in Lambertville,Quaint Cottage in Lambertville,New-York,140,19471,19476,4/24/2023,4/29/2023,179,179,$179 night$179 per night,4.9,329
Home in Neptune Township,The perfect Ocean Grove getaway. Book Now!,New-York,113,19476,19481,4/29/2023,5/4/2023,450,450,$450 night$450 per night,4.9,50
Vacation home in Seaside Park,"Amazing 4 bedroom stay, 4 houses from the beach!",New-York,189,19470,19475,4/23/2023,4/28/2023,200,275,"$275 $200 night$200 per night, originally $275",4.9,10
Vacation home in Seaside Heights,Oceanview Beachfront Sleeps 12 w/ Hot Tub,New-York,357,19466,19471,4/19/2023,4/24/2023,535,599,"$599 $535 night$535 per night, originally $599",4.9,22
Home in Asbury Park,Asbury Park Gem - Dogs Welcome!,New-York,142,19491,19497,5/14/2023,5/20/2023,450,450,$450 night$450 per night,4.8,11
Home in Neptune City,Brand New Bradley Park Beach House!,New-York,143,19488,19493,5/11/2023,5/16/2023,332,332,$332 night$332 per night,4.8,6
Condo in Seaside Heights,Seaside Sun & Fun-just 1/2 block to ocean!,New-York,131,19470,19475,4/23/2023,4/28/2023,200,200,$200 night$200 per night,4.9,41
Home in Berlin,100% Private Fits 1 to 9 Guests,North-Carolina,178,19470,19475,4/23/2023,4/28/2023,69,99,"$99 $69 night$69 per night, originally $99",4.8,41
Private room in Seaside Heights,Ortley Beach,North-Carolina,234,19484,19490,5/7/2023,5/13/2023,52,52,$52 night$52 per night,4.8,321
Private room in Beachwood,"Almost ""down by the river side"" (green room)",North-Carolina,134,19475,19482,4/28/2023,5/5/2023,68,68,$68 night$68 per night,4.9,181
Home in Barnegat Light,2 Night Minimum LBI Barnegat Light NJ 2 BR 1 B,North-Carolina,257,19470,19477,4/23/2023,4/30/2023,140,178,"$178 $140 night$140 per night, originally $178",4.9,205
Private room in Asbury Park,Large private bedroom in Asbury Park,North-Carolina,216,19470,19475,4/23/2023,4/28/2023,60,60,$60 night$60 per night,4.9,61
Cottage in Lake Como,Sea Glass & Lavender Cottage,North-Carolina,236,19485,19491,5/8/2023,5/14/2023,103,142,"$142 $103 night$103 per night, originally $142",4.9,70
Guesthouse in Lawrence Township,Adorable studio cottage near Princeton,North-Carolina,156,19476,19481,4/29/2023,5/4/2023,116,116,$116 night$116 per night,4.8,93
Private room in New Brunswick,Rm #3 Lg Private Rm by Rutgers+NYC + Jersey Shore,North-Carolina,146,19474,19479,4/27/2023,5/2/2023,55,55,$55 night$55 per night,4.9,665
Farm stay in Pemberton,Private Apartment. Welcome to the farm!,North-Carolina,131,19477,19482,4/30/2023,5/5/2023,129,129,$129 night$129 per night,4.9,205
Apartment in Langhorne,Glamorous Marilyn Monroe Suite in Bucks County,North-Carolina,182,19466,19471,4/19/2023,4/24/2023,200,200,$200 night$200 per night,5,18
Condo in Hopewell,Private apartment in 1890’s chocolate factory.,North-Carolina,153,19484,19489,5/7/2023,5/12/2023,175,175,$175 night$175 per night,4.8,82
Private room in Manasquan,The Sea Loft,North-Carolina,321,19506,19511,5/29/2023,6/3/2023,147,147,$147 night$147 per night,4.9,63
Home in Monroe Township,Experience the perfect blend of nature & comfort!,North-Carolina,108,19490,19495,5/13/2023,5/18/2023,117,117,$117 night$117 per night,4.9,68
Home in Little Egg Harbor Township,Blue Lagoon Retreat w/ Dock & Water Toys!,North-Carolina,124,19470,19475,4/23/2023,4/28/2023,159,179,"$179 $159 night$159 per night, originally $179",4.9,46
Private room in Red Bank,Red Bank ~ a cool little town at the Jersey Shore,North-Carolina,151,19515,19520,6/7/2023,6/12/2023,95,95,$95 night$95 per night,4.9,242
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,North-Carolina,104,19472,19478,4/25/2023,5/1/2023,149,149,$149 night$149 per night,4.9,90
Home in Neptune Township,The Stockton - Victorian Ocean Grove near Asbury,North-Carolina,237,19474,19479,4/27/2023,5/2/2023,153,153,$153 night$153 per night,4.9,272
Home in Red Bank,Quiet 2 bedroom with resort setting,North-Carolina,140,19471,19476,4/24/2023,4/29/2023,150,150,$150 night$150 per night,4.9,43
Home in Berkeley Township,Sunsets that never quit!,North-Carolina,309,19470,19475,4/23/2023,4/28/2023,195,250,"$250 $195 night$195 per night, originally $250",4.9,155
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,North-Carolina,166,19470,19475,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Condo in Matawan,"1 Bedroom,1 Bath,1 Full Kit,1 Liv Rm Furnished 311",North-Carolina,214,19484,19489,5/7/2023,5/12/2023,99,99,$99 night$99 per night,4.8,85
Condo in Long Beach Township,Cozy LBI Studio close to the beach.,North-Carolina,211,19470,19475,4/23/2023,4/28/2023,109,109,$109 night$109 per night,4.9,412
Bungalow in Lavallette,Ocean Beach III Shore Bungalow,North-Carolina,113,19466,19471,4/19/2023,4/24/2023,150,200,"$200 $150 night$150 per night, originally $200",4.9,53
Cottage in Lavallette,Cute Cottage,North-Carolina,312,19491,19496,5/14/2023,5/19/2023,118,155,"$155 $118 night$118 per night, originally $155",4.9,91
Vacation home in Asbury Park,Brand new vacation home near downtown,North-Carolina,227,19470,19475,4/23/2023,4/28/2023,164,164,$164 night$164 per night,4.9,42
Guesthouse in Seaside Park,Unique Spanish Villa (no loud parties),North-Carolina,270,19470,19475,4/23/2023,4/28/2023,175,199,"$199 $175 night$175 per night, originally $199",4.9,462
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",North-Carolina,124,19468,19473,4/21/2023,4/26/2023,153,153,$153 night$153 per night,4.8,43
Apartment in Asbury Park,"Asbury Park Gem #3, Sleeps up to 4 in 1bd apt.!",North-Carolina,235,19492,19497,5/15/2023,5/20/2023,154,154,$154 night$154 per night,4.9,81
Apartment in Point Pleasant Beach,Close to beach,North-Carolina,125,19483,19490,5/6/2023,5/13/2023,144,144,$144 night$144 per night,4.8,309
Apartment in Hammonton,Casa de Sweetwater- 3 bedroom- Waterfront,North-Carolina,105,19467,19472,4/20/2023,4/25/2023,360,360,$360 night$360 per night,5,39
Condo in Seaside Heights,5-minute walk to beach! Seaside Heights 2 bedroom!,North-Carolina,194,19470,19475,4/23/2023,4/28/2023,148,178,"$178 $148 night$148 per night, originally $178",4.9,36
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,North-Carolina,202,19468,19473,4/21/2023,4/26/2023,NA,NA,"BZ$1,445 BZD nightBZ$1,445 BZD per night",4.9,144
Home in Seaside Heights,Steps Away from Seaside Heights Boardwalk!,North-Carolina,281,19470,19475,4/23/2023,4/28/2023,161,161,BZ$322 BZD nightBZ$322 BZD per night,4.8,111
Home in Princeton,Large Exclusive Home Near Town • Giant Yard • 4BR,North-Carolina,129,19469,19475,4/22/2023,4/28/2023,280.5,280.5,BZ$561 BZD nightBZ$561 BZD per night,4.8,33
Home in Lavallette,Shore Haven Walk to beach and bay,North-Carolina,120,19481,19486,5/4/2023,5/9/2023,302.5,302.5,BZ$605 BZD nightBZ$605 BZD per night,5,87
Condo in Seaside Heights,"FANTASTIC -2 BR, 2 Blocks to beach, pool, balcony",North-Carolina,145,19470,19475,4/23/2023,4/28/2023,142,142,BZ$284 BZD nightBZ$284 BZD per night,4.9,25
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",North-Carolina,268,19484,19489,5/7/2023,5/12/2023,295.5,295.5,"BZ$692 BZD BZ$591 BZD nightBZ$591 BZD per night, originally BZ$692 BZD",5,23
Bungalow in Point Pleasant Beach,"Beach Bungalow w/WiFi, 40% off weekdays in April!",North-Carolina,224,19483,19488,5/6/2023,5/11/2023,269.5,269.5,BZ$539 BZD nightBZ$539 BZD per night,4.9,145
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,North-Carolina,116,19472,19477,4/25/2023,4/30/2023,307,307,BZ$614 BZD nightBZ$614 BZD per night,5,38
Home in New Hope,Charming Victorian in the heart of New Hope,North-Carolina,114,19479,19484,5/2/2023,5/7/2023,298,298,BZ$596 BZD nightBZ$596 BZD per night,4.9,166
Home in Seaside Heights,Steps from the Boardwalk! 2 Br/1 Ba with Outdoor!,North-Carolina,207,19483,19489,5/6/2023,5/12/2023,296.5,296.5,"BZ$764 BZD BZ$593 BZD nightBZ$593 BZD per night, originally BZ$764 BZD",5,28
Home in Spring Lake,Entire House in Spring Lake Heights,North-Carolina,120,19490,19495,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,North-Carolina,123,19480,19485,5/3/2023,5/8/2023,399,399,$399 night$399 per night,5,15
